id,title,publish_date,source_country,sentiment
65545066,Nicola Sturgeon put under pressure by Greens to join Beyond Oil and Gas Alliance,2022-11-03 17:07:08,GB,0.192
104909346,"Shrinking' UK steel industry threatens national security, warns union leader",2023-03-20 16:33:46,gb,-0.144
92388626,Why are Britain’s teachers striking?,2023-02-01 13:46:09,GB,-0.097
85000296,Government seeking to ‘destroy the railway’ says train drivers’ union boss,2023-01-05 08:38:03,GB,-0.215
77045700,Haven Centre logo designed by student is unveiled,2022-12-08 19:30:00,GB,0.421
89745352,2023 New Year’s Day Address By the Honourable Gaston Browne Prime Minister of Antigua and Barbuda – ABHCUK,2023-01-22 17:01:07,GB,0.376
92341986,Cat network expands its reach with north dealer,2023-02-01 09:46:34,GB,0.445
74109170,Qatar World Cup chief admits 400-500 migrant workers may have died,2022-11-29 17:16:00,GB,-0.25
78800360,The Guardian view on Sunak’s asylum plan: tough talk can’t mask past failures,2022-12-13 19:46:03,GB,-0.14
96277036,Jordan rights group calls to strengthening social protection to fight forced labour,2023-02-15 13:04:49,GB,-0.096
99758852,Building work starting on new £3.5m Isle of Axholme community hub,2023-02-28 08:33:50,GB,0.462
96782546,I bonded with COVID vaccine sceptics over saunas and Mother Earth rituals – this is what they taught me,2023-02-17 07:05:56,GB,0.157
67960652,England's housing strategy carries a high carbon cost – unless politicians are willing to change plans,2022-11-10 20:22:03,GB,-0.059
74632932,Biden hosts Macron amid friction over US climate law,2022-12-01 06:41:32,GB,0.008
99531140,Plastic consumption of G20 nations set to double despite measures to cut single-use products,2023-02-27 12:35:16,GB,-0.176
92469608,Labour would protect Scottish shipbuilding jobs – shadow defence minister,2023-02-01 20:10:53,GB,-0.139
76886576,Auld Alliance between Scotland and France is helping to turbocharge UK trade relations in the post-Brexit era – Alister Jack,2022-12-08 05:55:00,GB,0.308
91282608,"Spend more money on colleges not &#8216;mid-life MOT gimmicks&#8217; to boost economy, says further education leader",2023-01-28 07:36:08,GB,0.185
83388964,Liverpool footballer Andy Robertson among Scots in New Year Honours list,2022-12-30 23:30:00,GB,0.121
96036122,Asbestos support: Lincolnshire and East Yorkshire legal firm offers advice and support for sufferers of mesothelioma,2023-02-14 16:47:47,GB,0.084
103512566,Giving working women a level playing field,2023-03-15 14:07:31,gb,0.212
69798212,Edinburgh College hosts world construction skills finals and showcases its first-class training facilities,2022-11-16 12:21:18,GB,0.15
85909660,"Community foodbank: In this day and age, it is obscene we are so needed as a safety net for people",2023-01-08 09:06:21,GB,0.065
94384936,North-east construction firm Chap looks south for new opportunities,2023-02-08 18:00:08,GB,-0.048
88080478,Sturgeon calls for ‘compromise on both sides’ to end teachers’ pay dispute,2023-01-16 14:37:27,GB,-0.189
105338906,The sky’s the limit? Battle to build rooftop homes across London rages on,2023-03-22 08:13:00,gb,-0.112
89062674,The race to make diesel engines run on hydrogen,2023-01-20 01:23:22,GB,-0.146
78928502,Hillington Park brings Scots properties onto the market with modernisation programme,2022-12-14 15:58:21,GB,0.11
99887696,FTSE 100 tumbles into the red after recent rally while pound jumps higher,2023-02-28 18:48:49,GB,-0.113
106817794,‘I haven’t earned a single rial’: Qatar migrant labourers left stranded and jobless after the World Cup,2023-03-27 14:00:46,gb,-0.658
95676322,North Sea revolt grows as Unite announces plans to ballot 700 Bilfinger workers,2023-02-13 09:58:46,GB,-0.18
99961464,Why I had to make Matt Hancock’s Covid WhatsApps public,2023-02-28 23:46:13,GB,-0.298
76284922,Rebound in construction sector slows to a trickle in worst month since August,2022-12-06 11:52:40,GB,-0.343
102493410,Coatham Arena: What we know about proposed new £70m Redcar venue,2023-03-11 14:12:30,gb,0.269
92670588,Share debacle a rare setback for Indian tycoon Adani,2023-02-02 13:57:06,GB,0.131
79950658,"Brigades to improve ‘fragile morale’ of Russian troops ‘unlikely’ to ease issues, says UK",2022-12-18 10:51:54,GB,0.141
78264062,Mexico's president likely to leave big projects unfinished,2022-12-12 17:12:07,GB,-0.397
103522904,Spring Budget 2023: Jeremy Hunt unveils dash for growth to beat slump,2023-03-15 14:48:11,gb,-0.056
78446280,Renewable energy jobs growing four times faster than rest of UK market,2022-12-12 16:56:17,GB,0.164
77861030,Fife steel fabrication firm constructs opportunities in renewables,2022-12-11 09:38:16,GB,0.059
79278194,Hundreds of hospital appointments postponed as nurses take part in strike,2022-12-15 20:58:57,GB,-0.214
91158702,Women forced out of jobs by rising cost of childcare,2023-01-27 19:54:10,GB,-0.354
79343020,Livestock farming polluted rivers 300 times in one year,2022-12-16 02:27:42,GB,-0.328
88363586,"Hundreds Of Thousands Of Teachers, Civil Servants And Rail Workers Will Strike On February 1",2023-01-17 14:29:59,GB,-0.174
88489098,Brownfield sites to be revived for housing with £60m funding injection,2023-01-18 01:12:05,GB,0.292
92170012,SME Owners Reveal What They’ve Gained From ‘Joining The Skills Revolution’,2023-01-31 18:32:48,GB,0.441
97036632,KPMG settles £1.3bn lawsuit from Carillion creditors over alleged negligence,2023-02-17 19:25:33,GB,-0.282
107502844,Climate change: Is the UK on track to meet its targets?,2023-03-30 02:34:39,gb,-0.076
86179068,Construction begins on Abernethy battery storage facility,2023-01-09 18:05:06,GB,0.106
80155158,Call for wealth tax as UK billionaire numbers up by 20% since pandemic,2022-12-19 01:01:03,GB,0.022
83383868,"Footballers, academics and business people recognised in New Year Honours",2022-12-31 00:01:09,GB,0.293
81551562,Yet more Scottish businesses round-up 2022 and look ahead to 2023,2022-12-24 12:11:05,GB,0.306
84660620,New TUC boss calls for urgent meeting with Prime Minister,2023-01-04 01:18:17,GB,-0.278
102221968,Senior sales consultants reveal why they love working for Cala,2023-03-10 12:45:41,gb,0.289
77418420,RCN leader accuses Health Secretary of ‘bullyboy’ tactics,2022-12-09 22:35:58,GB,-0.324
72302904,Michael Gove cuts funding to Rochdale housing association where child died,2022-11-24 01:01:12,GB,-0.412
85094098,Eurozone’s construction sector hit by rising costs,2023-01-05 15:37:04,GB,0.338
73407876,Festive celebrations in Ellon sees town lit up for Christmas,2022-11-27 12:42:41,GB,0.308
76970098,Saudi lays on lavish welcome as China Xi heralds 'new era' in relations,2022-12-08 15:43:29,GB,0.297
89943264,Sunak accused of ‘abdication of leadership’ during NHS pay dispute,2023-01-23 11:05:11,GB,-0.234
66882352,Help shape the future of Scotland’s energy transition by joining PD&MS,2022-11-07 16:21:59,GB,0.378
90498344,Welding and coating services provider CRC Evans announces merger,2023-01-25 10:32:00,GB,0.746
70236964,The Mancunian Way: Austerity 2.0,2022-11-17 21:42:18,GB,0.116
79763182,SNP to hold ‘Democracy Scotland’ conference on how to secure independence,2022-12-17 16:46:57,GB,0.16
92199990,Newcastle United fans relieved after Strawberry Place plans u-turn,2023-01-31 21:00:00,GB,-0.028
80611320,World Cup: Fifa needs Qatar 2022 to leave a legacy of progress against corruption,2022-12-20 19:56:56,GB,0.027
76588718,RiverRidge has achieved double awards success at the recent Plant and Civil Engineer Awards,2022-12-07 09:19:07,GB,0.261
88700174,Desalination could give the Middle East water without damaging marine life -- but it must be managed carefully,2023-01-18 18:02:06,GB,0.195
92257788,School strikes: Expense and workloads driving teachers out of job,2023-01-31 23:58:37,GB,-0.27
100864534,Glasgow houses: Build-to-rent developer Goodstone eyes city,2023-03-04 06:00:00,gb,0.055
101870024,Newspaper headlines: Foreign workers drive and Lilibet becomes princess,2023-03-09 00:49:35,gb,0.046
73506868,Larne Business Awards 2022: success for Kilwaughter Minerals Limited,2022-11-27 20:56:29,GB,0.646
93662546,North Korea party meeting set to discuss 'urgent' food issue,2023-02-06 05:54:45,GB,-0.118
77280826,Xi Jinping lauds ‘new era’ in China’s ties with Saudi Arabia as key energy and defence deals are sealed,2022-12-09 13:31:06,GB,0.355
69320606,"Climate-focused reform of World Bank could be done in a year, says Al Gore",2022-11-14 19:15:12,GB,0.225
92491856,Rishi Sunak promises fresh talks after strike chaos hits majority of schools,2023-02-01 22:09:35,GB,-0.405
73416514,GALLERY: Best pictures as Elgin sparkles at beginning of festive season,2022-11-27 13:10:47,GB,0.346
76591942,World Cup 2022: How have travelling fans found Qatar tournament? - BBC Sport,2022-12-07 07:48:23,GB,0.639
99783752,"New images capture how the new 1,050-home community could impact Mosley Common",2023-02-28 10:40:51,GB,0.293
101740052,PwC hit with £5.6m fine for ‘serious failures’ over Babcock audit,2023-03-08 13:16:30,gb,-0.148
106826442,"Anti-social behaviour plan criminalises poorest in society, charities say",2023-03-27 18:59:37,gb,-0.119
101783312,The British public love women’s sport – and I&#39;ve got the stats to prove it,2023-03-08 15:01:38,gb,0.509
103793466,Perthshire farmer invests £87.5m in JCB&#8217;s biggest ever UK order,2023-03-16 13:00:35,gb,-0.119
87223838,UK economy beats expectations with November growth,2023-01-13 08:50:55,GB,-0.136
99474236,Company says missing Chinese banker Bao Fan aiding probe,2023-02-27 07:48:50,GB,-0.42
74590748,Loan Scheme Building More Affordable Homes,2022-12-01 01:01:00,GB,-0.117
76934028,Progress as Data-Driven Innovation (DDI) initiative celebrates its 5th birthday in the Edinburgh city region,2022-12-08 09:21:39,GB,0.213
88354324,"Brexit is doomed, says Boris Johnson’s favourite paper",2023-01-17 13:57:23,GB,-0.078
105745006,Industry heavyweight joins boardroom team at Aberdeen firm isol8,2023-03-23 18:23:34,gb,-0.25
65214372,Donna McLean: &#8216;Permacrisis&#8217; is our fitting word of the year &#8211; but is there still hope?,2022-11-02 18:00:14,GB,-0.069
80412134,ALEX BRUMMER: Mini nuclear plants could provide energy peace of mind,2022-12-20 05:28:01,GB,-0.088
94876906,University staff and ambulance workers stage fresh strikes in pay dispute,2023-02-10 10:48:47,GB,-0.445
106987978,Housebuilder Bellway flags signs of recovery after plunging demand,2023-03-28 10:26:13,gb,-0.173
92654362,£2m contract awarded to develop Inverness site,2023-02-02 12:14:00,GB,0.727
94844524,Kevin McKenna: Inside Glasgow's new Atantic Quay financial district,2023-02-10 08:00:00,GB,0.073
93754752,Largest strike in NHS history will cause ‘huge disruption’,2023-02-06 14:45:07,GB,-0.311
102000288,Tory ministers 'plan to loosen rules to bring in thousands of foreign workers,2023-03-09 17:28:33,gb,0.042
90713468,UK car production collapses to lowest for 66 years,2023-01-26 05:09:08,GB,-0.286
80157156,"Government’s hydrogen boiler plan is unrealistic, warn MPs",2022-12-19 07:00:00,GB,-0.02
93984664,Explore a range of fantastic apprenticeship opportunities in Wales,2023-02-07 09:00:00,GB,0.564
70422072,Help your company stay on track with IT asset management software from Timly,2022-11-18 11:00:22,GB,-0.033
103567808,"Chamber, WBD and Sage give their verdict on Jeremy Hunt Budget",2023-03-15 17:50:00,gb,-0.106
105267018,"Daily horoscope for March 22, 2023 – forecast for all star signs",2023-03-22 01:01:00,gb,0.729
107658932,Government to reopen competition for small modular reactors,2023-03-30 14:21:38,gb,-0.092
92954230,Royal commissions transformed Britain in the 1960s – we desperately need them now,2023-02-03 08:00:04,GB,0.015
65446078,Port of Aberdeen bosses celebrate milestone for £400m expansion,2022-11-03 10:40:52,GB,0.087
79048008,Nurses across Northern Ireland strike over pay and safe staffing levels,2022-12-15 03:57:57,GB,-0.217
95116880,The out-of-town ‘future of shopping’ centre that's being deserted by its tenants,2023-02-11 05:25:46,GB,-0.016
78145844,"UK economy bounces back in October, but shrinks overall as recessions looms- ONS",2022-12-12 08:47:13,GB,-0.09
65542428,Angry homeowner shoots noisy reveller dead with a bow and arrow,2022-11-03 16:10:12,GB,-0.336
84719396,"Tavish Scott: Collaboration, not confrontation, is needed to save our salmon",2023-01-04 07:00:04,GB,0.009
99784310,Travis Perkins reveals it axed 400 jobs and closed branches to slash costs,2023-02-28 10:34:58,GB,-0.551
99826262,DIY and building brand axes 400 jobs and closes 19 branches to cut £25million in costs,2023-02-28 14:03:52,GB,-0.291
101963460,‘Don’t kid yourself corporate landlords will be better – they only care about shareholders’,2023-03-09 11:00:00,gb,-0.327
106954260,Pushing back the  boundaries with solid display of teamwork,2023-03-28 07:00:00,gb,0.409
100259532,N. Korea wants more control over farming amid food shortage,2023-03-02 02:28:50,GB,-0.352
73559046,"Ireland’s productivity 40% higher than Northern Ireland’s, says think tank",2022-11-28 01:01:00,GB,-0.14
91959658,Jacob Rees-Mogg Criticises Government's 'Badly Written' Anti-Strikes Bill,2023-01-30 23:09:01,GB,-0.359
101384452,Matthew Hancock’s half-hour in the travel limelight is over,2023-03-06 17:58:40,gb,-0.05
73800316,Workplace killers: people kill their colleagues for different reasons than other shooters,2022-11-28 16:32:17,GB,-0.212
103856718,Why is migration to the UK on the rise?,2023-03-16 18:38:02,gb,-0.046
70095302,Readers' Letters: Minimum Unit Pricing is saving Scottish lives,2022-11-17 11:06:17,GB,-0.581
94540546,BBC The Apprentice: Adam Corbally to visit schools with Bolton College,2023-02-09 07:50:48,GB,0.287
94606758,Energy services giant Expro swoops for Aberdeen firm DeltaTek Global,2023-02-09 12:45:17,GB,0.308
88207714,Anti-strike legislation passes first test but wave of industrial action rolls on,2023-01-17 01:17:05,GB,-0.215
79147366,We wouldn’t need the triple lock if the tax man stayed away from our savings,2022-12-15 11:24:58,GB,-0.171
89992768,"It would be lovely to wave a magic wand, Sunak tells unions",2023-01-23 15:21:08,GB,-0.288
80706406,Seven reasons to be cheerful about the Amazon in 2023 – and three to be terrified,2022-12-20 14:36:44,GB,-0.063
104069396,New Banks Homes to focus on sites across North East and Yorkshire,2023-03-17 11:00:00,gb,0.291
105893248,SDDE Smith Group works with Anderson Barrowcliff  to hit £25m turnover,2023-03-24 07:00:00,gb,0.414
92957236,Griff Rhys Jones calls for ‘massive public outcry’ over Liverpool Street redevelopment plans,2023-02-03 12:30:29,GB,0.028
72735776,China’s 26-storey pig skyscraper ready to produce 1 million pigs a year,2022-11-25 12:30:05,GB,-0.165
76297368,Rising interest rates hit UK construction growth; hospitality sector fears rail strike damage – business live,2022-12-06 12:38:41,GB,-0.166
76173600,The investment will enable Clarke to grow across the UK and Ireland,2022-12-06 02:25:38,GB,0.079
91343032,Scotland's Tree Oscars return to celebrate sustainability,2023-01-28 13:21:08,GB,0.894
100584210,Brexit: Bizarre Tory denials on food shortages amid turnip cherishing,2023-03-03 06:00:00,gb,0.233
107874048,"UK economy avoided recession and grew at end of last year, new figures show",2023-03-31 08:25:23,gb,-0.205
95430146,CityFibre completes primary build of network in Inverness,2023-02-12 10:00:00,GB,0.089
106986930,Housebuilder Bellway flags signs of recovery after plunging demand,2023-03-28 10:26:13,gb,-0.208
74169550,Further education colleges in England face losing financial independence,2022-11-29 19:21:27,GB,0.019
78584624,Rishi Sunak’s immigration announcement in full,2022-12-13 14:35:21,GB,0.061
72024142,Supreme Court Scottish independence judgement: Ruth Davidson says SNP will leverage ruling to 'seek grievance' with Westminster,2022-11-23 12:00:49,GB,-0.042
80099632,"Hydrogen not a panacea for reaching net zero, MPs conclude",2022-12-19 01:01:00,GB,0.185
100312696,Ferguson Marine: Ferry firm race to comply with law to stop shutdown,2023-03-02 07:17:51,GB,-0.381
71320100,Tech Champions 2022: The winners and the shortlists,2022-11-21 07:20:24,GB,0.488
78194806,Job losses in the north-east energy sector predicted to be &#8216;minimal&#8217; as demand for &#8216;green&#8217; skills grows,2022-12-12 12:45:44,GB,0.21
79694776,Positive online reviews have slumped in the last year with negative reviews on the rise,2022-12-17 10:22:58,GB,-0.157
96999066,University unions call off strikes set for February and March,2023-02-18 00:10:02,GB,-0.178
69548306,India’s energy conundrum: committed to renewables but still expanding coal,2022-11-15 11:57:51,GB,0.037
107291460,"Introducing the new, free courses now available for Cambridgeshire residents",2023-03-29 10:04:31,gb,0.536
90860838,The gaping hole in Swansea’s main shopping street and what's happening with it,2023-01-26 17:51:08,GB,0.105
78922136,"Belfast employers underpaid 6,800 workers last year, HMRC report reveals",2022-12-14 17:50:59,GB,-0.002
80303142,Ambulance unions to meet Health Secretary for 11th-hour talks ahead of strikes,2022-12-19 19:32:31,GB,-0.365
103570696,Spring budget 2023: experts react to UK government's plan to get the economy moving,2023-03-15 16:53:34,gb,0.171
69074428,"In brutal drought, Kenyan herders look for hope underground",2022-11-14 08:10:13,GB,-0.053
66800520,Brazilian president-elect Lula's presence is 'important' for COP27,2022-11-07 10:24:32,GB,0.332
70456152,Peterhead farmer takes top award,2022-11-18 13:26:21,GB,0.128
87746136,Rishi's Grade II manor rises to 593% above the average house price,2023-01-15 08:00:00,GB,0.062
95067160,Turkey earthquake failures leave Erdogan looking vulnerable,2023-02-11 02:05:10,GB,-0.17
99976338,Glasgow's bid for more city powers takes step forward,2023-03-01 02:12:21,GB,0.15
65852246,Jobs boost as Fife distilleries unveil expansion plans,2022-11-04 13:57:23,GB,0.36
77077380,The Mancunian Way: Occasional sinister elves,2022-12-08 22:00:23,GB,0.249
65393844,Whisky galore: £18m plan to store hundreds of barrels on vast Fife site,2022-11-03 06:55:30,GB,0.385
85516870,"Daily horoscope for January 7, 2023 – forecast for all star signs",2023-01-07 01:11:19,GB,0.549
91972636,Strikes Bill clears the Commons but legal challenges threatened,2023-01-31 00:49:17,GB,-0.442
82925500,Sadiq Khan calls for building safety watchdog to be re-nationalised to prevent another Grenfell fire,2022-12-29 16:07:07,GB,-0.566
87221438,UK economy unexpectedly grows in November,2023-01-13 09:05:05,GB,-0.218
65865976,Stockton's Low Carbon Materials shortlisted for Earthshot prize,2022-11-04 15:00:00,GB,0.509
79436690,Give strikers a pay rise – but take the money from their gold-plated pensions,2022-12-16 11:16:57,GB,-0.217
83383028,New Year Honours 2023 list in full as Brian May and Lionesses get top gongs,2022-12-30 23:53:11,GB,0.763
107692758,"Forward-thinking GMG Energy invests £100,000 in treatment plant",2023-03-30 15:19:46,gb,-0.112
104858036,Breaking down the barriers for women in construction,2023-03-20 12:11:00,gb,0.373
79741084,SNP to hold ‘Democracy Scotland’ conference on how to secure independence,2022-12-17 14:38:01,GB,0.025
71054720,Dundee firm Dovetail Enterprises has ambitions to double workforce,2022-11-20 09:44:25,GB,0.097
94404954,Teachers offered extra 3% by Welsh Government to end pay row strikes,2023-02-08 19:46:46,GB,0.123
108116538,"A recession, but not as we ‘technically’ know it",2023-04-01 06:13:38,gb,-0.303
71194874,The nasty stench of racism pervades the tragedy of little Awaab Ishak,2022-11-20 20:53:23,GB,-0.484
72314126,Migrant workers who died in Qatar in the run up to the World Cup,2022-11-24 08:19:27,GB,-0.274
93804264,FTSE 100 backtracks from record high as housebuilders slip,2023-02-06 18:31:44,GB,-0.153
73964332,Stewart Dalgarno: Zero carbon living will always be a balancing act,2022-11-29 07:00:45,GB,0.145
78473614,Scottish independence support rising as Tories continue to mismanage the economy – Angus Robertson,2022-12-13 05:55:00,GB,-0.161
96927418,Tolent staff head to Aticus Law in row over redundancy process,2023-02-17 19:00:00,GB,-0.452
70803956,Orion Group's birthday gift to good causes,2022-11-19 14:00:00,GB,0.42
101934702,New commercial real estate business launches in Scotland,2023-03-09 10:00:10,gb,0.272
101960420,BMW invests in Oxford plant as plans more electric Minis,2023-03-09 13:13:43,gb,-0.215
88196426,Teachers support strike action as MPs back controversial legislation,2023-01-17 00:17:06,GB,-0.176
65468206,Deals: Resilience in teeth of relentless head winds,2022-11-03 12:28:51,GB,0.015
86439020,Global economy 2023: what happens next with industrial action,2023-01-10 16:00:01,GB,-0.033
68860146,Don’t be taken in by that £50bn ‘fiscal black hole’. It’s just a dodgy Tory metaphor,2022-11-13 08:29:04,GB,-0.176
95380742,York: Channel 4's George Clarke Principal York free event,2023-02-12 06:33:48,GB,0.706
65390976,Almost half of firms to cut back activity as costs mount,2022-11-03 06:55:51,GB,-0.125
100596946,The choice for the SNP may be between party or country,2023-03-03 07:00:00,gb,0.063
89256428,Highland Council accused of acting 'like a dictatorship' over Academy Street,2023-01-20 18:00:00,GB,-0.42
108363836,Humza Yousaf faces 15 rebel SNP MSPs prepared to challenge government,2023-04-02 06:00:00,gb,-0.271
96055774,Highlights from Scottish Borders Council's draft financial plan,2023-02-14 17:00:00,GB,-0.087
92140878,Are sanctions working? Why Russia’s economy continues to grow,2023-01-31 16:10:58,GB,-0.074
73580470,Britishvolt scraps plan for second factory in Canada,2022-11-27 17:39:02,GB,-0.188
84832754,Middlesbrough College and etc set out education priorities for Sunak,2023-01-04 17:00:17,GB,0.267
72746026,Nigel Farage says Tories 'deserve to be wiped out' as he plots another election bid,2022-11-25 13:48:29,GB,-0.367
79323962,"Schools and colleges get rebuilding cash boost, says Keegan",2022-12-16 01:01:00,GB,0.056
79422848,"Putin adopting style of warfare abandoned by modern armies, says UK",2022-12-16 10:05:05,GB,0.1
87814816,"Rounding off Africa tour, China's top diplomat visits Egypt",2023-01-15 14:45:05,GB,0.082
95280262,Jared O'Mara will find prison 'difficult' and 'believes he did nothing wrong' says ex-aide,2023-02-11 20:34:48,GB,-0.469
76970442,Could Cumbria coal mine be stopped despite government green light?,2022-12-08 07:00:46,GB,0.052
79494082,Rolls-Royce car workers win record pay deal worth up to 17.6% to avoid strikes,2022-12-16 15:55:00,GB,-0.12
84542412,Last chance to enter to become first ever North West Apprenticeship Awards winner,2023-01-03 16:52:52,GB,0.184
106689230,Bolton College of Medical Sciences  holds steel signing ceremony,2023-03-27 07:20:36,gb,0.222
76972196,Work kicks off on 66 high-tech Dundee homes that will provide a 'model for independent living',2022-12-08 13:29:00,GB,0.113
97774170,Nearly all firms to continue with four-day week after 'incredible' trial results,2023-02-21 01:18:48,GB,0.136
101705590,"Budget checklist for Jeremy Hunt from Sage, NEPIC and the ACE",2023-03-08 09:17:32,gb,0.148
86442370,Somerville: No stone will be left unturned in bid to resolve school strikes,2023-01-10 16:57:04,GB,-0.24
93707514,"UK nurses, ambulance crews strike, straining health system",2023-02-06 10:47:45,GB,-0.316
102849070,Junior doctors launch three-day strike action ahead of huge week of strikes,2023-03-13 01:01:00,gb,-0.296
85290644,Perthshire leisure hub with luxury hotel and museum &#8211; next steps revealed,2023-01-06 06:55:28,GB,-0.036
107154036,"Generative AI could hit 300 million jobs, Goldman Sachs says",2023-03-28 22:55:39,gb,-0.232
103034550,Budget 2023: government needs to show it can jack up growth to regain economic credibility,2023-03-13 17:22:56,gb,-0.055
79017958,Jobs boost for Fort William as Nevis Range recruits for 30 staff with Cobbs tie-up,2022-12-15 01:18:56,GB,-0.069
88992156,RBS hands over land for Dunard Centre,2023-01-19 11:32:33,GB,0.756
106731670,German commuters brace for ‘mega-strike’ that will be biggest walkout in decades,2023-03-27 11:40:37,gb,-0.051
90013768,York paramedics speak out about today's ambulance strike,2023-01-23 16:22:06,GB,-0.451
88677614,"Grenfell showed exactly why we need red tape, yet the Tories are desperate to bin thousands of laws",2023-01-18 13:19:13,GB,-0.377
93163018,York: Nurses and ambulance staff to strike again - warning to patients,2023-02-04 06:00:00,GB,-0.03
94355546,Aberdeenshire Local Access Forum calls for new members,2023-02-08 15:00:00,GB,0.62
74976284,The Guardian view on housing politics: a clash of false alternatives,2022-12-01 19:31:59,GB,-0.21
79424124,Orkney Harbours Masterplan updates – Drive to Net Zero continues,2022-12-16 10:00:23,GB,0.355
75396786,North-east environmental technology firm strengthens team,2022-12-03 11:15:00,GB,0.274
78397160,"New £145,000 fund angled to help save Scotland’s wild salmon",2022-12-13 01:01:59,GB,0.121
66346434,"‘We all want to leave’: poverty, not crime, fuels the urge to flee Albania",2022-11-05 20:10:06,GB,0.287
88659396,Oman to build the first spaceport in the Middle East,2023-01-18 15:21:52,GB,0.151
80313236,More teachers to strike next month as another union joins walkout,2022-12-19 20:25:01,GB,-0.449
73993076,‘Bad housing kills’: How coronavirus overwhelmed the UK’s most overcrowded community,2022-11-29 09:18:33,GB,-0.235
96137654,Roy MacGregor sells off part of his Global Energy Group empire,2023-02-15 01:01:56,GB,0.401
65466794,‘He is poised to open the floodgates’: can Twitter survive Elon Musk – or even thrive?,2022-11-03 07:00:07,GB,-0.069
87737210,"Don't get comfy, cross-border political honeymoon won’t last long",2023-01-15 07:18:05,GB,-0.077
96016834,Pakistan in bailout bid sharply raises natural gas taxes,2023-02-14 15:19:50,GB,-0.584
100700820,Is North Korea facing a food crisis?,2023-03-03 16:03:20,gb,-0.246
84481638,Interesting art gallery exhibitions to see in Aberdeen in 2023,2023-01-03 12:45:56,GB,0.818
88093756,Arran homes: Rowarden Affordable Housing Project gets underway,2023-01-16 15:34:25,GB,-0.055
102206522,"Dark clouds over construction sector despite GDP growth, as building work slips to 11-month low",2023-03-10 11:53:11,gb,-0.019
66896848,Rishi sinks £250m plan for new 'Royal Yacht Britannia',2022-11-07 16:57:43,GB,-0.541
79148758,Nurses across Northern Ireland strike over pay and safe staffing levels,2022-12-15 11:20:26,GB,-0.25
86257856,NHS strikes to go ahead this week as talks end in deadlock,2023-01-10 01:01:00,GB,-0.055
70148018,Highland Council admits further delays to new Ness Castle primary school,2022-11-17 15:06:22,GB,-0.132
67008888,Call for government to implement longer term reforms to reward investment,2022-11-08 01:05:00,GB,0.339
103374810,"Government must transform UK ports to boost floating offshore wind, report says",2023-03-15 01:19:32,gb,0.166
106778038,Saudi Aramco to invest billions in Chinese petrochemicals,2023-03-27 15:31:37,gb,0.084
104017608,NHS strikes: Major step as government and unions agree pay offer,2023-03-17 07:05:05,gb,0.054
107700852,Scots self-caterers ‘perplexed’ by lack of Tourism Minister,2023-03-30 17:16:40,gb,0.24
79866024,STEVE BARCLAY: The NHS cannot afford a 19 per cent pay rise for nurses,2022-12-18 02:57:58,GB,0.107
85118712,Children as young as five in England target of new careers programme,2023-01-05 16:16:13,GB,0.196
90949498,Duo lead buyout of Aberdeenshire energy industry cleaning company and plan recruitment drive,2023-01-27 01:01:30,GB,-0.009
94857950,Will Harrison-Cripps on bp project to turn methane into blue hydrogen,2023-02-10 08:30:00,GB,-0.017
102215312,Expansion bid to pave way for 'pipeline of projects' at Port of Cromarty Firth,2023-03-10 12:05:00,gb,0.114
103174774,"Who&#8217;s the boss? Highlands bioeconomy boosted by new appointment, also Rovco and Axis",2023-03-14 07:29:33,gb,0.487
86704056,UK FTSE 100 hits highest level since 2018 – business live,2023-01-11 13:39:03,GB,0.13
87490312,Ambulance staff say they feel ‘demonised’ by Government,2023-01-14 07:59:06,GB,-0.279
108116982,"Are there any rail strikes happening today, April 1?",2023-04-01 06:16:37,gb,-0.079
83618740,Your life in stars: What does 2023 have in store for you?,2022-12-31 18:00:00,GB,0.631
85359826,Builders deflated as construction sector shrinks,2023-01-06 11:59:19,GB,-0.184
74724076,Visitor slipped drugs to prisoner at HMP Grampian,2022-12-01 12:45:39,GB,0.509
77077076,Making Pakistan relevant amidst changing dynamics in the Gulf,2022-12-08 22:00:00,GB,0.247
93746256,Meeting green building targets will have huge implications for us all,2023-02-06 13:56:00,GB,-0.284
73336302,&#8216;Screaming in pain&#8217;: Toxic on-off relationship erupts into vicious attack leaving woman needing stitches,2022-11-27 07:00:47,GB,0.026
68661738,Health Secretary says nurses’ pay demands ‘neither reasonable nor affordable’,2022-11-13 00:09:05,GB,-0.09
104628808,"The demonisation of our sons, writes GUS CARTER ",2023-03-19 14:58:35,gb,-0.114
107900088,Gathering momentum at Lerwick: milestone year for port’s role in Shetland’s future,2023-03-31 10:00:07,gb,0.454
65186306,"War, economic uncertainty and global political unrest are the perfect storm for a cataclysmic cyber-attack",2022-11-02 16:18:21,GB,0.134
70061694,Readers' Letters,2022-11-17 08:19:19,GB,-0.581
85004458,An insight into health careers,2023-01-05 08:30:00,GB,0.789
105073002,£100m boost for biggest UK hydro scheme in decades,2023-03-21 07:13:00,gb,0.128
93024342,Highland Heroes: Vote for your Secondary Teacher of the Year,2023-02-03 18:00:00,GB,0.612
72170238,‘They are invisible’: the migrant workers struggling in wake of India’s Covid response,2022-11-23 14:14:22,GB,-0.368
88636076,Glasgow council leader attacks east coast bias after Clyde fails in freeport bid,2023-01-18 13:40:06,GB,0.148
