,title,publish_date,source_country,sentiment,cleaned_text,sentiment_label,word_length,char_length,month
207,Minister Donohoe to present project delivery reforms as part of new Departmental remit - MerrionStreet,2023-03-10 16:30:27,ie,0.113,minister donohoe present project delivery reform part new departmental remit merrionstreet,positive,15,102,March 2023
209,Revolving Door: Revealing the relationship between government officials and lobbyists,2022-11-11 01:05:12,ie,0.114,revolving door revealing relationship government official lobbyist,positive,10,85,November 2022
210,Karlin Lillington: A wild geese of tech scenario keeps Ireland fretting,2022-11-17 07:00:00,ie,-0.079,karlin lillington wild goose tech scenario keep ireland fretting,negative,11,71,November 2022
211,Strike action by childcare providers tomorrow cancelled as meeting with Minister planned,2022-11-24 13:02:50,ie,-0.326,strike action childcare provider tomorrow cancelled meeting minister planned,negative,12,88,November 2022
212,State to invest millions to help universities build thousands of student apartments,2022-11-24 21:00:00,ie,-0.288,state invest million help university build thousand student apartment,negative,12,83,November 2022
213,"Taoiseach Micheál Martin interview: &amp;lsquo;It&amp;rsquo;s not all about ego – I believe in governments going the full term, to get policies delivered&amp;rsquo;",2022-11-06 07:43:53,ie,0.226,taoiseach miche l martin interview amp lsquo amp rsquo ego believe government going full term get policy delivered amp rsquo,positive,22,164,November 2022
214,School communities in limbo as funding stalled for extensions,2023-03-10 08:00:53,ie,-0.444,school community limbo funding stalled extension,negative,9,61,March 2023
215,Demands on government to step up on climate crisis as new action plan takes hold,2022-12-31 01:05:20,ie,0.147,demand government step climate crisis new action plan take hold,positive,15,80,December 2022
216,"Pesticide lobbyists pushing against environmental protections, research finds",2022-12-08 21:02:26,ie,-0.12,pesticide lobbyist pushing environmental protection research find,negative,8,77,December 2022
217,Building Advice: Will construction costs come down?,2023-01-24 20:29:00,ie,-0.114,building advice construction cost come,negative,7,51,January 2023
219,Biomethane/fertiliser project unveiled by Local Power,2022-12-28 16:05:33,ie,0.038,biomethane fertiliser project unveiled local power,positive,6,53,December 2022
221,Many tenants overholding on properties as they can find nowhere else to go,2023-01-04 05:20:00,ie,-0.533,many tenant overholding property find nowhere else go,negative,13,74,January 2023
222,Business group Ibec warns housing crisis is 'critical barrier to growth and business investment',2023-01-30 10:24:36,ie,-0.129,business group ibec warns housing crisis critical barrier growth business investment,negative,14,96,January 2023
223,Greencastle’s new sea survival training unit to be progressed in 2023,2022-11-19 13:31:48,ie,0.201,greencastle new sea survival training unit progressed 2023,positive,11,69,November 2022
224,Construction industry lobbying to change law and reduce planning challenges,2022-11-12 01:05:47,ie,-0.188,construction industry lobbying change law reduce planning challenge,negative,10,75,November 2022
225,Kilkenny people invited to consultation on Ireland's housing system,2023-03-22 20:24:00,ie,0.128,kilkenny people invited consultation ireland housing system,positive,9,67,March 2023
226,Money Diaries: A health and social care worker on €63K living in the east of the country,2023-01-22 22:00:07,ie,-0.036,money diary health social care worker 63k living east country,negative,17,88,January 2023
227,Forestry and wood sectors worth more than €2 billion annually to economy according to new COFORD study - MerrionStreet,2022-11-01 15:14:10,ie,0.337,forestry wood sector worth 2 billion annually economy according new coford study merrionstreet,positive,19,118,November 2022
228,Firm seeks injunction to restrain Unite member employees from taking industrial action,2023-03-08 20:54:49,ie,-0.336,firm seek injunction restrain unite member employee taking industrial action,negative,12,86,March 2023
229,"Almost 20,000 new workers needed for Scotland&amp;rsquo;s construction sector, report says",2023-01-18 15:26:06,ie,0.046,almost 20 000 new worker needed scotland amp rsquo construction sector report say,positive,11,90,January 2023
230,Immunologist says stronger advice on mask-wearing needed amid surge in respiratory viruses,2023-01-07 01:05:55,ie,-0.396,immunologist say stronger advice mask-wearing needed amid surge respiratory virus,negative,12,90,January 2023
231,Two years&#039; worth of new homes awaiting planning permission,2023-02-14 11:56:00,ie,-0.367,two year 039 worth new home awaiting planning permission,negative,9,63,February 2023
232,FactCheck: Is the State the ‘biggest player in housing’?,2022-11-22 07:00:03,ie,-0.214,factcheck state biggest player housing,negative,9,56,November 2022
234,What does the 2023 housing market have in store? Property experts make their predictions,2022-12-08 06:55:00,ie,-0.149,2023 housing market store property expert make prediction,negative,14,88,December 2022
235,"From increased spending to tax breaks, can the ideas discussed at summit fix the housing crisis?",2023-01-10 22:09:33,ie,-0.258,increased spending tax break idea discussed summit fix housing crisis,negative,16,96,January 2023
236,"Apple tax case heads back to court, Bank of Ireland’s share awards and what next for Silicon Valley Bank",2023-03-13 07:33:54,ie,0.112,apple tax case head back court bank ireland share award next silicon valley bank,positive,19,104,March 2023
237,Housing market not ready for era of mass retirement,2022-11-19 03:30:00,ie,0.213,housing market ready era mass retirement,positive,9,51,November 2022
238,‘Heads must roll’: Industry and experts argue energy crisis of ‘our own making’,2022-12-20 10:30:32,ie,-0.244,head must roll industry expert argue energy crisis making,negative,13,79,December 2022
240,Green Limerick: ‘Mid-West should be the envy of Europe’,2023-03-04 19:22:00,ie,-0.019,green limerick mid-west envy europe,negative,9,55,March 2023
241,"New homes target of 24,600 to be ‘exceeded’ but social and affordable housing goals in doubt",2022-11-02 20:55:55,ie,-0.396,new home target 24 600 exceeded social affordable housing goal doubt,negative,16,92,November 2022
242,€5.4m European digital innovation hub launched to help SMEs apply digital skills to their businesses,2023-02-27 16:15:47,ie,0.293,5.4m european digital innovation hub launched help smes apply digital skill business,positive,15,100,February 2023
243,Minister Harris announces publication of construction legislation and skills analysis report for the construction sector - MerrionStreet,2022-12-22 15:49:20,ie,0.168,minister harris announces publication construction legislation skill analysis report construction sector merrionstreet,positive,17,136,December 2022
244,Quinn: Grit and Greed on the Border,2022-12-04 20:44:35,ie,-0.123,quinn grit greed border,negative,7,35,December 2022
245,"LDA identifies 83-State owned sites with potential for 67,000 homes in 'medium to long-term'",2023-03-28 11:33:45,ie,-0.085,lda identifies 83-state owned site potential 67 000 home medium long-term,negative,14,92,March 2023
246,BREAKING: €170.6m investment in Waterford North Quays confirmed - construction looming!,2022-11-09 13:16:39,ie,0.497,breaking 170.6m investment waterford north quay confirmed construction looming,positive,11,87,November 2022
248,"Bursary boost of €10,000 for renewable energy students",2023-01-19 10:20:26,ie,0.67,bursary boost 10 000 renewable energy student,positive,8,54,January 2023
249,"Enterprise Ireland client companies create nearly 20,000 jobs in 2022",2023-01-10 18:03:37,ie,0.165,enterprise ireland client company create nearly 20 000 job 2022,positive,10,69,January 2023
250,Who is going to pay for development of thousands of new homes Ireland needs to build?,2022-12-10 15:26:55,ie,-0.301,going pay development thousand new home ireland need build,negative,16,85,December 2022
252,Irish tech sector &amp;lsquo;will grow next year despite cuts to workforce&amp;rsquo;,2022-11-23 12:24:54,ie,-0.673,irish tech sector amp lsquo grow next year despite cut workforce amp rsquo,negative,11,85,November 2022
253,Logistics sector shines light on careers opportunities,2023-03-02 12:33:29,ie,0.441,logistics sector shine light career opportunity,positive,7,54,March 2023
254,Ken Aherne appointed Managing Director of Sisk Ireland East business,2023-03-03 12:11:10,ie,0.879,ken aherne appointed managing director sisk ireland east business,positive,10,68,March 2023
255,Pandemic persuades Varadkar of the virtue of greater State intervention in economy,2022-12-07 06:54:40,ie,0.062,pandemic persuades varadkar virtue greater state intervention economy,positive,12,82,December 2022
256,Colleges move to tackle threat posed by students using ChatGPT to pass work off as their own,2023-03-21 04:07:33,ie,0.172,college move tackle threat posed student using chatgpt pas work,positive,17,92,March 2023
257,Texthelp founder named 2022 EY entrepreneur of the year,2022-12-01 11:56:00,ie,0.64,texthelp founder named 2022 ey entrepreneur year,positive,9,55,December 2022
258,"Green light for Howth Castle plan, cheaper electricity for SMEs, and new rules for divorced homebuyers",2023-02-28 07:37:48,ie,0.16,green light howth castle plan cheaper electricity smes new rule divorced homebuyers,positive,16,102,February 2023
259,College graduates gain employment in record numbers after Covid-19 rebound,2022-11-23 01:00:00,ie,0.401,college graduate gain employment record number covid-19 rebound,positive,10,74,November 2022
260,"Ulster Bank branches to close, Glenveagh’s investor, and ethical pension investing",2023-01-25 08:11:07,ie,0.011,ulster bank branch close glenveagh investor ethical pension investing,positive,11,82,January 2023
261,Sharp drop in planning permissions for new homes,2022-12-09 18:16:00,ie,-0.314,sharp drop planning permission new home,negative,8,48,December 2022
262,Economy in 2022: Ireland’s two tiers have come into sharp focus,2022-12-24 16:28:04,ie,-0.197,economy 2022 ireland two tier come sharp focus,negative,11,63,December 2022
263,"Rising levels of waste making it difficult to increase recycling rates, EPA warns",2022-12-07 07:00:13,ie,-0.245,rising level waste making difficult increase recycling rate epa warns,negative,13,81,December 2022
264,&amp;lsquo;Power demand capacity would triple&amp;rsquo; – number of data centres could hit 150 putting strain on gas supply and climate targets,2022-12-06 09:19:37,ie,-0.3,amp lsquo power demand capacity would triple amp rsquo number data centre could hit 150 putting strain gas supply climate target,negative,21,144,December 2022
265,State needs to play role in ‘landbanking’ if housing shortage is to be addressed,2022-11-24 21:32:41,ie,-0.168,state need play role landbanking housing shortage addressed,negative,14,80,November 2022
266,The top 10 commercial property deals of 2022,2022-12-07 07:00:00,ie,0.042,top 10 commercial property deal 2022,positive,8,44,December 2022
267,Nitrogen limits on farms to be reviewed under new Climate Action Plan,2022-12-21 18:28:16,ie,-0.278,nitrogen limit farm reviewed new climate action plan,negative,12,69,December 2022
268,John Paul Construction appoints Helen Forbes as HR Director,2023-03-07 10:39:21,ie,0.763,john paul construction appoints helen forbes hr director,positive,9,59,March 2023
269,Measures needed to address ‘severe shortage’ of housing in Kilkenny,2023-03-08 14:48:22,ie,0.044,measure needed address severe shortage housing kilkenny,positive,10,67,March 2023
270,Nurses across Northern Ireland strike over pay and safe staffing levels,2022-12-15 10:32:05,ie,-0.088,nurse across northern ireland strike pay safe staffing level,negative,11,71,December 2022
271,Minister Donohoe's Seanad Statement on The National Development Plan (NDP)  - MerrionStreet,2023-03-02 16:32:18,ie,0.14,minister donohoe seanad statement national development plan ndp merrionstreet,positive,12,91,March 2023
272,"EU Council TEN-T approach good for passengers, but falls short on freight",2022-12-06 21:04:52,ie,-0.084,eu council ten-t approach good passenger fall short freight,negative,12,73,December 2022
273,Morris Leslie Plant Hire places €100m order with JCB,2023-03-21 13:01:00,ie,-0.233,morris leslie plant hire place 100m order jcb,negative,9,52,March 2023
274,Aengus Consulting Ltd appoints Eleanor Boland and Carol Connery as Directors,2023-03-21 08:46:02,ie,0.611,aengus consulting ltd appoints eleanor boland carol connery director,positive,11,76,March 2023
275,Mark McAuley: Ireland must embrace low carbon timber building systems to reduce emissions from construction,2023-02-27 06:00:00,ie,0.447,mark mcauley ireland must embrace low carbon timber building system reduce emission construction,positive,15,107,February 2023
276,Planning for university? Your career prospects after college,2023-01-24 02:00:00,ie,0.671,planning university career prospect college,positive,8,60,January 2023
277,Ireland’s domestic economy contracts as cost-of-living challenges mount,2022-12-02 14:06:36,ie,0.037,ireland domestic economy contract cost-of-living challenge mount,positive,8,71,December 2022
278,No work-related fatalities recorded in Kilkenny in 2022,2022-12-30 11:35:36,ie,0.122,work-related fatality recorded kilkenny 2022,positive,8,55,December 2022
279,'We have turned a corner': Pre-budget tax breaks for renters and landlords dismissed by Tánaiste,2023-03-14 17:10:00,ie,-0.488,turned corner pre-budget tax break renter landlord dismissed naiste,negative,15,96,March 2023
280,Revealed: €476m budget for housing still unspent as crisis grows,2022-11-20 03:30:00,ie,-0.487,revealed 476m budget housing still unspent crisis grows,negative,10,64,November 2022
281,Climate Action Plan: &#8216;We should not see climate action as a burden&#8217;,2022-12-21 17:43:50,ie,0.37,climate action plan 8216 see climate action burden 8217,positive,12,79,December 2022
282,"Wave of small landlords selling investment properties, claims report",2023-01-13 01:25:06,ie,-0.255,wave small landlord selling investment property claim report,negative,9,68,January 2023
283,Ukraine war: Zelenskiy visits frontline near Bakhmut,2023-03-22 16:36:34,ie,0.211,ukraine war zelenskiy visit frontline near bakhmut,positive,7,52,March 2023
284,DUP must give up its divisive sabre-rattling and do what&amp;rsquo;s best for people of the North,2023-01-13 04:43:05,ie,0.044,dup must give divisive sabre-rattling amp rsquo best people north,positive,16,97,January 2023
286,Sales advisors and other positions available in the agri sector,2022-12-30 16:00:00,ie,0.387,sale advisor position available agri sector,positive,10,63,December 2022
287,The Explainer x Noteworthy: Are data centres ramping up Ireland’s emissions?,2022-12-19 08:00:51,ie,-0.157,explainer x noteworthy data centre ramping ireland emission,negative,11,76,December 2022
288,Leading Chinese banker missing amid crackdown,2023-02-17 12:02:02,ie,-0.372,leading chinese banker missing amid crackdown,negative,6,45,February 2023
289,"Starting pay well below minimum wages is turning people off apprenticeships, union warns",2022-12-01 18:33:25,ie,-0.293,starting pay well minimum wage turning people apprenticeship union warns,negative,13,88,December 2022
290,Spurdog quota creates new opportunities for Donegal’s fishermen,2022-12-16 23:10:59,ie,0.25,spurdog quota creates new opportunity donegal fisherman,positive,8,63,December 2022
292,Eamon Quinn: Parallels between SVB collapse and 2008 banking crisis are very real,2023-03-13 20:45:00,ie,-0.137,eamon quinn parallel svb collapse 2008 banking crisis real,negative,13,81,March 2023
293,Commodities drive fall as FTSE outperformed by European peers,2023-03-06 19:10:29,ie,-0.106,commodity drive fall ftse outperformed european peer,negative,9,61,March 2023
294,DCT unveils rebrand,2023-01-16 22:15:32,ie,0.201,dct unveils rebrand,positive,3,19,January 2023
295,Are we waiting for an Irish recession which may never arrive?,2023-01-12 11:53:51,ie,-0.393,waiting irish recession may never arrive,negative,11,61,January 2023
296,Kathy Sheridan: Truth the first casualty in a housing crisis,2023-03-15 09:15:36,ie,-0.259,kathy sheridan truth first casualty housing crisis,negative,10,60,March 2023
297,Over 100 Donegal students celebrate Engineers Week at ATU – Picture Special,2023-03-25 11:05:19,ie,0.643,100 donegal student celebrate engineer week atu picture special,positive,12,75,March 2023
298,Productivity in NI is 40% lower than the Republic – Slugger O'Toole,2022-11-29 11:37:56,ie,-0.131,productivity ni 40 lower republic slugger toole,negative,12,67,November 2022
299,"Tánaiste and Minister for Foreign Affairs, Micheál Martin TD, announces launch of Shared Island Civic Society Fund - MerrionStreet",2023-01-13 12:20:35,ie,0.648,naiste minister foreign affair miche l martin td announces launch shared island civic society fund merrionstreet,positive,19,130,January 2023
301,"Biodiversity funding gap stalls progress at Cop15, heaping pressure on ministers to resolve sticking points",2022-12-15 21:26:17,ie,-0.165,biodiversity funding gap stall progress cop15 heaping pressure minister resolve sticking point,negative,15,107,December 2022
302,"The most effective ways to get results when complaining to a restaurant, a bank, or a telco without being labelled a &amp;lsquo;moaner&amp;rsquo; or worse still, ignored",2022-11-20 03:30:00,ie,-0.055,effective way get result complaining restaurant bank telco without labelled amp lsquo moaner amp rsquo worse still ignored,negative,26,169,November 2022
304,Ireland to experience sharp growth slowdown as cost-of-living pressures mount,2022-12-15 06:00:52,ie,-0.062,ireland experience sharp growth slowdown cost-of-living pressure mount,negative,10,77,December 2022
305,Allowing older workers to quit the labour force is causing a ruinous skills shortage,2022-11-13 03:30:00,ie,0.293,allowing older worker quit labour force causing ruinous skill shortage,positive,14,84,November 2022
306,Calls to encourage growth of hemp in Ireland,2022-12-13 13:45:00,ie,0.199,call encourage growth hemp ireland,positive,8,44,December 2022
307,Property-sector deals to retreat from near-record €5.5bn levels of last year,2023-01-02 03:30:00,ie,-0.44,property-sector deal retreat near-record 5.5bn level last year,negative,11,76,January 2023
308,Unlocking the potential: Cork’s docklands could breathe life into the city,2022-11-19 19:00:00,ie,0.504,unlocking potential cork docklands could breathe life city,positive,11,74,November 2022
310,Why I&#39;m happy Ireland didn&#39;t qualify for the Qatar World Cup,2022-11-25 10:42:56,ie,-0.597,39 happy ireland 39 qualify qatar world cup,negative,11,68,November 2022
311,"Local councils paying significantly more for social housing, department figures show",2023-02-23 06:45:00,ie,-0.282,local council paying significantly social housing department figure show,negative,11,84,February 2023
312,HSA confirms 26 work-related fatalities in Ireland in 2022,2022-12-30 02:04:10,ie,0.095,hsa confirms 26 work-related fatality ireland 2022,positive,9,58,December 2022
315,Wind farmers claim windfall tax will damage industry,2022-11-25 11:36:26,ie,-0.387,wind farmer claim windfall tax damage industry,negative,8,52,November 2022
316,All Island Resilience Conference - MerrionStreet,2022-11-09 18:38:33,ie,0.545,island resilience conference merrionstreet,positive,6,48,November 2022
317,Farming accounts for almost half of work-related fatalities in 2022,2022-12-30 09:30:00,ie,-0.117,farming account almost half work-related fatality 2022,negative,10,67,December 2022
318,'I got this wrong': Meta's layoffs and what they mean for Ireland,2022-11-09 21:00:03,ie,-0.196,got wrong meta layoff mean ireland,negative,12,65,November 2022
319,Opaque pricing hides actual value of SaaS,2022-11-24 18:48:07,ie,-0.469,opaque pricing hide actual value saas,negative,7,41,November 2022
320,Feeder schools: Ironing out statistical quirks,2022-12-14 02:00:00,ie,-0.292,feeder school ironing statistical quirk,negative,6,46,December 2022
321,"After Saudi plans and 'bumps in the road', State's 'biggest' regeneration project breaks ground",2023-03-06 19:03:16,ie,0.369,saudi plan bump road state biggest regeneration project break ground,positive,14,95,March 2023
322,Twenty four local firms vie for top honours at Limerick Chamber business awards,2022-11-18 13:00:00,ie,0.273,twenty four local firm vie top honour limerick chamber business award,positive,13,79,November 2022
323,"Pepper’s interest rate hike, Digicel downgrade and Stripe’s fundraising",2023-02-24 07:35:05,ie,-0.013,pepper interest rate hike digicel downgrade stripe fundraising,negative,9,71,February 2023
324,TAMS 3 is &#8216;out of date already&#8217; &#8211; ICMSA,2023-03-06 11:30:15,ie,-0.774,tam 3 8216 date already 8217 8211 icmsa,negative,9,57,March 2023
325,Home-buyers paying out almost eight times the average wage for a home ,2023-01-03 09:14:18,ie,-0.05,home-buyers paying almost eight time average wage home,negative,12,70,January 2023
326,Kilkenny craftspeople encouraged to carve out a career in built heritage,2023-03-07 10:35:55,ie,0.628,kilkenny craftspeople encouraged carve career built heritage,positive,11,72,March 2023
327,Homebuilding slumps by 16% as construction inflation soars,2022-12-01 13:34:53,ie,-0.186,homebuilding slump 16 construction inflation soar,negative,8,58,December 2022
328,Macra hits out at omission of milking parlour building costs in TAMS,2023-02-21 12:30:00,ie,0.001,macra hit omission milking parlour building cost tam,positive,12,68,February 2023
330,Opposition parties join forces to pressure Government over housing emergency,2022-11-22 15:31:11,ie,-0.27,opposition party join force pressure government housing emergency,negative,10,76,November 2022
332,Popular supermarket chain increases workforce in Limerick,2023-02-15 20:30:00,ie,0.159,popular supermarket chain increase workforce limerick,positive,7,57,February 2023
333,First Hydrogen reveals preview of next-generation vans,2023-01-30 22:53:45,ie,-0.017,first hydrogen reveals preview next-generation van,negative,7,54,January 2023
334,&#8216;Soils Day&#8217;: All soil is different and must be managed accordingly,2023-03-20 16:00:00,ie,0.113,8216 soil day 8217 soil different must managed accordingly,positive,11,78,March 2023
335,Work to develop new €24m university campus in Limerick to begin in coming weeks,2023-03-15 08:30:00,ie,-0.118,work develop new 24m university campus limerick begin coming week,negative,14,79,March 2023
337,Gas was primary source of electricity generation in January,2023-03-01 11:50:00,ie,-0.239,gas primary source electricity generation january,negative,9,59,March 2023
338,Climate Action Plan: Focus on solar power broadly welcomed,2022-12-22 12:20:00,ie,-0.013,climate action plan focus solar power broadly welcomed,negative,9,58,December 2022
339,"Climate Action Plan pins hopes on greener buildings, cleaner transport and a lot more wind – but activists say implementation is key",2022-12-21 21:36:04,ie,-0.096,climate action plan pin hope greener building cleaner transport lot wind activist say implementation key,negative,22,132,December 2022
340,Turkish Airlines Posts Record Annual Revenues,2023-03-02 12:33:57,ie,0.172,turkish airline post record annual revenue,positive,6,45,March 2023
341,"Rent inflation pushing more people to buy, industry group warns",2022-12-06 01:01:00,ie,-0.214,rent inflation pushing people buy industry group warns,negative,10,63,December 2022
342,Who runs Ireland’s road tolls and who gets the money?,2022-11-19 01:01:00,ie,0.034,run ireland road toll get money,positive,10,53,November 2022
343,"Minister Martin confirms funding of €300,000 for Minding Creative Minds as part of the Safe to Create Programme - MerrionStreet",2023-01-06 14:30:36,ie,0.216,minister martin confirms funding 300 000 minding creative mind part safe create programme merrionstreet,positive,20,127,January 2023
344,McConalogue confirms opening of new fishery at meeting with inshore sector - MerrionStreet,2022-12-16 16:49:54,ie,0.211,mcconalogue confirms opening new fishery meeting inshore sector merrionstreet,positive,13,90,December 2022
345,Government launches updated Climate Action Plan accelerating ambition in reaching climate goals  - MerrionStreet,2022-12-21 17:27:42,ie,0.551,government launch updated climate action plan accelerating ambition reaching climate goal merrionstreet,positive,14,112,December 2022
346,"Lack of basic facilities discouraging women from taking up building and other trades, says union",2022-11-18 18:55:11,ie,-0.14,lack basic facility discouraging woman taking building trade say union,negative,15,96,November 2022
348,Church ethos and role in healthcare or education can no longer be funded by State,2022-11-22 06:00:31,ie,0.196,church ethos role healthcare education longer funded state,positive,15,81,November 2022
349,Fish producers welcome change to permit scheme for migrants,2023-01-09 23:30:04,ie,0.176,fish producer welcome change permit scheme migrant,positive,9,59,January 2023
350,Topcon invests in the future of construction with donation to TU Dublin,2022-12-21 11:43:29,ie,0.23,topcon invests future construction donation tu dublin,positive,12,71,December 2022
351,Number of people working in agriculture fell in 2022,2023-02-23 21:43:38,ie,-0.413,number people working agriculture fell 2022,negative,9,52,February 2023
352,SDC delivers 30 new trailers to McBurney Transport,2023-01-31 17:30:27,ie,0.621,sdc delivers 30 new trailer mcburney transport,positive,8,50,January 2023
353,"Construction industry slows as costs rise and uncertainty grows, survey finds",2022-11-03 01:29:52,ie,-0.153,construction industry slows cost rise uncertainty grows survey find,negative,11,77,November 2022
354,"Equestrian body spent more than €650,000 on severance payments and settlements",2022-11-18 06:00:00,ie,-0.371,equestrian body spent 650 000 severance payment settlement,negative,11,78,November 2022
355,Money Diaries: A mum with a young family who recently moved home to Ireland after 15 years away,2022-11-27 21:00:42,ie,0.093,money diary mum young family recently moved home ireland 15 year away,positive,18,95,November 2022
356,Soft plastic is being collected but almost all is burned in Irish kilns or recycled abroad,2022-12-27 01:05:20,ie,0.025,soft plastic collected almost burned irish kiln recycled abroad,positive,16,90,December 2022
359,"VAT, levies, planning and other costs are making it unviable to build apartments",2022-12-07 06:53:00,ie,0.046,vat levy planning cost making unviable build apartment,positive,13,80,December 2022
360,What’s next? Our predictions on the issues to dominate education in 2023,2023-01-03 13:00:00,ie,-0.245,next prediction issue dominate education 2023,negative,12,72,January 2023
361,‘Large decline’ in planning permissions for new homes amid costs squeeze,2022-12-09 13:46:59,ie,-0.311,large decline planning permission new home amid cost squeeze,negative,11,72,December 2022
362,Applied Driving partners with Institute of Highway Engineers,2023-01-05 12:59:58,ie,0.07,applied driving partner institute highway engineer,positive,8,60,January 2023
363,Government approval of €170.6m investment in Waterford’s North Quays paves way for Ireland’s largest urban regeneration project - MerrionStreet,2022-11-09 18:19:42,ie,0.597,government approval 170.6m investment waterford north quay pave way ireland largest urban regeneration project merrionstreet,positive,19,143,November 2022
364,What skills are needed in the current economic climate?,2023-03-14 03:00:00,ie,0.233,skill needed current economic climate,positive,9,55,March 2023
365,Irish in Canada falling out of legal status due to delays in processing residency applications,2022-12-26 04:00:00,ie,-0.227,irish canada falling legal status due delay processing residency application,negative,15,94,December 2022
366,Climate tech 2.0 still has a one per cent problem,2022-11-16 13:50:22,ie,-0.341,climate tech 2.0 still one per cent problem,negative,10,49,November 2022
369,ESRI: State should &#039;regulate land&#039; prices to drive down the cost of housing,2022-12-09 08:28:58,ie,0.272,esri state 039 regulate land 039 price drive cost housing,positive,13,85,December 2022
370,French economy clings on to growth as energy concerns mount,2022-12-09 09:16:55,ie,-0.084,french economy cling growth energy concern mount,negative,10,59,December 2022
372,Central Bank warns poor housing supply is a 'constraint' on Irish economy,2023-03-08 01:05:21,ie,-0.003,central bank warns poor housing supply constraint irish economy,negative,12,73,March 2023
373,"Taoiseach Leo Varadkar &amp;lsquo;will do all it takes, leaving no stone unturned&amp;rsquo; to end housing emergency – except touch the €5bn surplus",2023-01-09 10:17:04,ie,0.053,taoiseach leo varadkar amp lsquo take leaving stone unturned amp rsquo end housing emergency except touch 5bn surplus,positive,22,149,January 2023
375,Asking prices for homes in Ireland fall for first time since 2013,2023-03-29 01:00:00,ie,-0.386,asking price home ireland fall first time since 2013,negative,12,65,March 2023
376,"Extending opening hours &#039;will increase the amount of harm from alcohol&#039;, committee told",2023-01-31 20:41:00,ie,0.172,extending opening hour 039 increase amount harm alcohol 039 committee told,positive,13,97,January 2023
377,"Relying on private sector to build houses a ‘vulnerability’, officials say",2023-01-20 20:32:03,ie,-0.131,relying private sector build house vulnerability official say,negative,11,74,January 2023
378,Housebuilder Bellway flags signs of recovery after plunging demand,2023-03-28 11:16:37,ie,-0.097,housebuilder bellway flag sign recovery plunging demand,negative,9,66,March 2023
379,Walls Construction announce Design + Construct donation,2022-12-20 11:09:40,ie,0.52,wall construction announce design construct donation,positive,7,55,December 2022
380,Unemployment still at two-decade low despite souring outlook,2022-11-30 16:08:34,ie,-0.033,unemployment still two-decade low despite souring outlook,negative,8,60,November 2022
381,A €6bn region: Limerick Chamber provides helicopter view of investments in Mid-West,2022-11-11 16:00:00,ie,0.055,6bn region limerick chamber provides helicopter view investment mid-west,positive,12,83,November 2022
382,Rising building costs could lead to many houses in Kilkenny being underinsured,2022-12-19 12:55:43,ie,-0.314,rising building cost could lead many house kilkenny underinsured,negative,12,78,December 2022
383,"State should take equity stake in houses built by housing bodies, committee told",2022-12-13 19:47:56,ie,-0.204,state take equity stake house built housing body committee told,negative,13,80,December 2022
384,Dublin 7 site with full planning for 68 rental apartments seeks €3.5m,2023-03-01 06:00:00,ie,0.247,dublin 7 site full planning 68 rental apartment seek 3.5m,positive,12,69,March 2023
385,Shortlist announced for KPMG Irish Independent Property Industry Excellence Awards,2022-11-17 03:30:00,ie,0.742,shortlist announced kpmg irish independent property industry excellence award,positive,10,82,November 2022
386,"‘Large-scale change’ needed in court, judicial workings to achieve efficient system - report",2023-02-24 11:13:20,ie,0.189,large-scale change needed court judicial working achieve efficient system report,positive,13,92,February 2023
387,Industrial action involving engineering company’s employees to proceed,2023-03-09 16:31:27,ie,-0.37,industrial action involving engineering company employee proceed,negative,8,70,March 2023
388,Glan Agua Ltd and Easy Hydro Ltd enter strategic alliance,2022-11-04 12:13:31,ie,0.046,glan agua ltd easy hydro ltd enter strategic alliance,positive,10,57,November 2022
389,"Largest Scarp case, Black Friday doubts and the unspoken mess of Brexit",2022-11-14 07:31:27,ie,-0.014,largest scarp case black friday doubt unspoken mess brexit,negative,12,71,November 2022
390,Progress Report on the Food Vision Beef and Sheep Group published - MerrionStreet,2022-11-02 17:35:59,ie,0.007,progress report food vision beef sheep group published merrionstreet,positive,13,81,November 2022
391,McConalogue hails positive meeting with fishing industry,2022-11-25 10:25:31,ie,0.513,mcconalogue hail positive meeting fishing industry,positive,7,56,November 2022
392,‘Boys are often targeted and radicalised online’,2023-01-29 13:30:00,ie,0.085,boy often targeted radicalised online,positive,7,48,January 2023
393,Brussels tips Ireland to escape worst even as EU flirts with recession,2022-11-12 04:53:04,ie,-0.219,brussels tip ireland escape worst even eu flirt recession,negative,12,70,November 2022
394,Owen Keegan: We disagree fundamentally with those groups... who continue to promote and sustain rough sleeping’,2022-12-29 06:00:00,ie,-0.379,owen keegan disagree fundamentally group continue promote sustain rough sleeping,negative,16,111,December 2022
395,Strike action by mechanical workers underway outside Intel and Pfizer sites,2023-03-10 12:36:35,ie,-0.136,strike action mechanical worker underway outside intel pfizer site,negative,11,75,March 2023
396,Krone Trailers cater for the construction sectors,2022-11-29 21:59:24,ie,0.259,krone trailer cater construction sector,positive,7,49,November 2022
397,Justine McCarthy: Wallace’s sympathy for Iranian regime strips bare his faux radicalism,2022-12-09 06:00:00,ie,-0.169,justine mccarthy wallace sympathy iranian regime strip bare faux radicalism,negative,12,87,December 2022
398,Cost of building hundreds of schools soars amid construction inflation,2023-01-04 06:00:31,ie,0.09,cost building hundred school soar amid construction inflation,positive,10,70,January 2023
