,title,publish_date,source_country,sentiment,cleaned_text,sentiment_label,word_length,char_length,month
267,Power failures amplify calls for utility to rethink gas,2022-12-31 17:10:18,GB,-0.039,power failures amplify calls utility rethink gas,negative,9,55,December 2022
268,From poster child to worst performing EU economy: how bad housing policy broke Sweden,2023-03-07 13:13:11,gb,-0.159,poster child worst performing eu economy bad housing policy broke sweden,negative,14,85,March 2023
269,Floating offshore wind farm approved off Welsh coast,2023-03-13 12:05:40,gb,0.181,floating offshore wind farm approved welsh coast,positive,8,52,March 2023
270,Ace Winches sets sights on global growth after &#8216;strong&#8217; results,2023-01-09 07:00:40,GB,0.309,ace winches sets sights global growth 8216 strong 8217 results,positive,10,75,January 2023
271,Nicola Sturgeon put under pressure by Greens to join Beyond Oil and Gas Alliance,2022-11-03 17:07:08,GB,0.192,nicola sturgeon put pressure greens join beyond oil gas alliance,positive,14,80,November 2022
272,"Shrinking' UK steel industry threatens national security, warns union leader",2023-03-20 16:33:46,gb,-0.144,shrinking uk steel industry threatens national security warns union leader,negative,10,76,March 2023
273,Why are Britain’s teachers striking?,2023-02-01 13:46:09,GB,-0.097,britain teachers striking,negative,5,36,February 2023
274,Government seeking to ‘destroy the railway’ says train drivers’ union boss,2023-01-05 08:38:03,GB,-0.215,government seeking destroy railway says train drivers union boss,negative,11,74,January 2023
275,Haven Centre logo designed by student is unveiled,2022-12-08 19:30:00,GB,0.421,centre logo designed student unveiled,positive,8,49,December 2022
276,2023 New Year’s Day Address By the Honourable Gaston Browne Prime Minister of Antigua and Barbuda – ABHCUK,2023-01-22 17:01:07,GB,0.376,2023 new year day address honourable gaston browne prime minister antigua barbuda abhcuk,positive,18,106,January 2023
277,Cat network expands its reach with north dealer,2023-02-01 09:46:34,GB,0.445,cat network expands reach north dealer,positive,8,47,February 2023
278,Qatar World Cup chief admits 400-500 migrant workers may have died,2022-11-29 17:16:00,GB,-0.25,qatar world cup chief admits 400-500 migrant workers may died,negative,11,66,November 2022
279,The Guardian view on Sunak’s asylum plan: tough talk can’t mask past failures,2022-12-13 19:46:03,GB,-0.14,guardian view sunak asylum plan tough talk mask past failures,negative,13,77,December 2022
280,Jordan rights group calls to strengthening social protection to fight forced labour,2023-02-15 13:04:49,GB,-0.096,jordan rights group calls strengthening social protection fight forced labour,negative,12,83,February 2023
281,Building work starting on new £3.5m Isle of Axholme community hub,2023-02-28 08:33:50,GB,0.462,building work starting new 3.5m isle axholme community hub,positive,11,65,February 2023
282,I bonded with COVID vaccine sceptics over saunas and Mother Earth rituals – this is what they taught me,2023-02-17 07:05:56,GB,0.157,bonded covid vaccine sceptics saunas mother earth rituals taught,positive,19,103,February 2023
283,England's housing strategy carries a high carbon cost – unless politicians are willing to change plans,2022-11-10 20:22:03,GB,-0.059,england housing strategy carries high carbon cost unless politicians willing change plans,negative,16,102,November 2022
284,Biden hosts Macron amid friction over US climate law,2022-12-01 06:41:32,GB,0.008,biden hosts macron amid friction us climate law,positive,9,52,December 2022
285,Plastic consumption of G20 nations set to double despite measures to cut single-use products,2023-02-27 12:35:16,GB,-0.176,plastic consumption g20 nations set double despite measures cut single-use products,negative,14,92,February 2023
286,Labour would protect Scottish shipbuilding jobs – shadow defence minister,2023-02-01 20:10:53,GB,-0.139,labour would protect scottish shipbuilding jobs shadow defence minister,negative,10,73,February 2023
287,Auld Alliance between Scotland and France is helping to turbocharge UK trade relations in the post-Brexit era – Alister Jack,2022-12-08 05:55:00,GB,0.308,auld alliance scotland france helping turbocharge uk trade relations post-brexit era alister jack,positive,20,124,December 2022
288,"Spend more money on colleges not &#8216;mid-life MOT gimmicks&#8217; to boost economy, says further education leader",2023-01-28 07:36:08,GB,0.185,spend money colleges 8216 mid-life mot gimmicks 8217 boost economy says education leader,positive,16,116,January 2023
289,Liverpool footballer Andy Robertson among Scots in New Year Honours list,2022-12-30 23:30:00,GB,0.121,liverpool footballer andy robertson among scots new year honours list,positive,11,72,December 2022
290,Asbestos support: Lincolnshire and East Yorkshire legal firm offers advice and support for sufferers of mesothelioma,2023-02-14 16:47:47,GB,0.084,asbestos support lincolnshire east yorkshire legal firm offers advice support sufferers mesothelioma,positive,16,116,February 2023
291,Giving working women a level playing field,2023-03-15 14:07:31,gb,0.212,giving working women level playing field,positive,7,42,March 2023
292,Edinburgh College hosts world construction skills finals and showcases its first-class training facilities,2022-11-16 12:21:18,GB,0.15,edinburgh college hosts world construction skills finals showcases first-class training facilities,positive,13,106,November 2022
293,"Community foodbank: In this day and age, it is obscene we are so needed as a safety net for people",2023-01-08 09:06:21,GB,0.065,community foodbank day age obscene needed safety net people,positive,20,98,January 2023
294,North-east construction firm Chap looks south for new opportunities,2023-02-08 18:00:08,GB,-0.048,north-east construction firm chap looks south new opportunities,negative,9,67,February 2023
295,Sturgeon calls for ‘compromise on both sides’ to end teachers’ pay dispute,2023-01-16 14:37:27,GB,-0.189,sturgeon calls compromise sides end teachers pay dispute,negative,12,74,January 2023
296,The sky’s the limit? Battle to build rooftop homes across London rages on,2023-03-22 08:13:00,gb,-0.112,sky limit battle build rooftop homes across london rages,negative,13,73,March 2023
297,The race to make diesel engines run on hydrogen,2023-01-20 01:23:22,GB,-0.146,race make diesel engines run hydrogen,negative,9,47,January 2023
298,Hillington Park brings Scots properties onto the market with modernisation programme,2022-12-14 15:58:21,GB,0.11,hillington park brings scots properties onto market modernisation programme,positive,11,84,December 2022
299,FTSE 100 tumbles into the red after recent rally while pound jumps higher,2023-02-28 18:48:49,GB,-0.113,ftse 100 tumbles red recent rally pound jumps higher,negative,13,73,February 2023
300,‘I haven’t earned a single rial’: Qatar migrant labourers left stranded and jobless after the World Cup,2023-03-27 14:00:46,gb,-0.658,earned single rial qatar migrant labourers left stranded jobless world cup,negative,17,103,March 2023
301,North Sea revolt grows as Unite announces plans to ballot 700 Bilfinger workers,2023-02-13 09:58:46,GB,-0.18,north sea revolt grows unite announces plans ballot 700 bilfinger workers,negative,13,79,February 2023
302,Why I had to make Matt Hancock’s Covid WhatsApps public,2023-02-28 23:46:13,GB,-0.298,make matt hancock covid whatsapps public,negative,10,55,February 2023
303,Rebound in construction sector slows to a trickle in worst month since August,2022-12-06 11:52:40,GB,-0.343,rebound construction sector slows trickle worst month since august,negative,13,77,December 2022
304,Coatham Arena: What we know about proposed new £70m Redcar venue,2023-03-11 14:12:30,gb,0.269,coatham arena know proposed new 70m redcar venue,positive,11,64,March 2023
305,Share debacle a rare setback for Indian tycoon Adani,2023-02-02 13:57:06,GB,0.131,share debacle rare setback indian tycoon adani,positive,9,52,February 2023
306,"Brigades to improve ‘fragile morale’ of Russian troops ‘unlikely’ to ease issues, says UK",2022-12-18 10:51:54,GB,0.141,brigades improve fragile morale russian troops unlikely ease issues says uk,positive,14,89,December 2022
307,Mexico's president likely to leave big projects unfinished,2022-12-12 17:12:07,GB,-0.397,mexico president likely leave big projects unfinished,negative,8,58,December 2022
308,Spring Budget 2023: Jeremy Hunt unveils dash for growth to beat slump,2023-03-15 14:48:11,gb,-0.056,spring budget 2023 jeremy hunt unveils dash growth beat slump,negative,12,69,March 2023
309,Renewable energy jobs growing four times faster than rest of UK market,2022-12-12 16:56:17,GB,0.164,renewable energy jobs growing four times faster rest uk market,positive,12,70,December 2022
310,Fife steel fabrication firm constructs opportunities in renewables,2022-12-11 09:38:16,GB,0.059,fife steel fabrication firm constructs opportunities renewables,positive,8,66,December 2022
311,Hundreds of hospital appointments postponed as nurses take part in strike,2022-12-15 20:58:57,GB,-0.214,hundreds hospital appointments postponed nurses take part strike,negative,11,73,December 2022
312,Women forced out of jobs by rising cost of childcare,2023-01-27 19:54:10,GB,-0.354,women forced jobs rising cost childcare,negative,10,52,January 2023
313,Livestock farming polluted rivers 300 times in one year,2022-12-16 02:27:42,GB,-0.328,livestock farming polluted rivers 300 times one year,negative,9,55,December 2022
314,"Hundreds Of Thousands Of Teachers, Civil Servants And Rail Workers Will Strike On February 1",2023-01-17 14:29:59,GB,-0.174,hundreds thousands teachers civil servants rail workers strike february 1,negative,15,92,January 2023
315,Brownfield sites to be revived for housing with £60m funding injection,2023-01-18 01:12:05,GB,0.292,brownfield sites revived housing 60m funding injection,positive,11,70,January 2023
316,SME Owners Reveal What They’ve Gained From ‘Joining The Skills Revolution’,2023-01-31 18:32:48,GB,0.441,sme owners reveal gained joining skills revolution,positive,11,74,January 2023
317,KPMG settles £1.3bn lawsuit from Carillion creditors over alleged negligence,2023-02-17 19:25:33,GB,-0.282,kpmg settles 1.3bn lawsuit carillion creditors alleged negligence,negative,10,76,February 2023
318,Climate change: Is the UK on track to meet its targets?,2023-03-30 02:34:39,gb,-0.076,climate change uk track meet targets,negative,11,55,March 2023
319,Construction begins on Abernethy battery storage facility,2023-01-09 18:05:06,GB,0.106,construction begins abernethy battery storage facility,positive,7,57,January 2023
320,Call for wealth tax as UK billionaire numbers up by 20% since pandemic,2022-12-19 01:01:03,GB,0.022,call wealth tax uk billionaire numbers 20 since pandemic,positive,13,70,December 2022
321,"Footballers, academics and business people recognised in New Year Honours",2022-12-31 00:01:09,GB,0.293,footballers academics business people recognised new year honours,positive,10,73,December 2022
322,Yet more Scottish businesses round-up 2022 and look ahead to 2023,2022-12-24 12:11:05,GB,0.306,yet scottish businesses round-up 2022 look ahead 2023,positive,11,65,December 2022
323,New TUC boss calls for urgent meeting with Prime Minister,2023-01-04 01:18:17,GB,-0.278,new tuc boss calls urgent meeting prime minister,negative,10,57,January 2023
324,Senior sales consultants reveal why they love working for Cala,2023-03-10 12:45:41,gb,0.289,senior sales consultants reveal love working cala,positive,10,62,March 2023
325,RCN leader accuses Health Secretary of ‘bullyboy’ tactics,2022-12-09 22:35:58,GB,-0.324,rcn leader accuses health secretary bullyboy tactics,negative,8,57,December 2022
326,Michael Gove cuts funding to Rochdale housing association where child died,2022-11-24 01:01:12,GB,-0.412,michael gove cuts funding rochdale housing association child died,negative,11,74,November 2022
327,Eurozone’s construction sector hit by rising costs,2023-01-05 15:37:04,GB,0.338,eurozone construction sector hit rising costs,positive,7,50,January 2023
328,Festive celebrations in Ellon sees town lit up for Christmas,2022-11-27 12:42:41,GB,0.308,festive celebrations ellon sees town lit christmas,positive,10,60,November 2022
329,Saudi lays on lavish welcome as China Xi heralds 'new era' in relations,2022-12-08 15:43:29,GB,0.297,saudi lays lavish welcome china xi heralds new era relations,positive,13,71,December 2022
330,Sunak accused of ‘abdication of leadership’ during NHS pay dispute,2023-01-23 11:05:11,GB,-0.234,sunak accused abdication leadership nhs pay dispute,negative,10,66,January 2023
331,Help shape the future of Scotland’s energy transition by joining PD&MS,2022-11-07 16:21:59,GB,0.378,help shape future scotland energy transition joining pd ms,positive,11,70,November 2022
332,Welding and coating services provider CRC Evans announces merger,2023-01-25 10:32:00,GB,0.746,welding coating services provider crc evans announces merger,positive,9,64,January 2023
333,The Mancunian Way: Austerity 2.0,2022-11-17 21:42:18,GB,0.116,mancunian way austerity 2.0,positive,5,32,November 2022
334,SNP to hold ‘Democracy Scotland’ conference on how to secure independence,2022-12-17 16:46:57,GB,0.16,snp hold democracy scotland conference secure independence,positive,11,73,December 2022
335,Newcastle United fans relieved after Strawberry Place plans u-turn,2023-01-31 21:00:00,GB,-0.028,newcastle united fans relieved strawberry place plans u-turn,negative,9,66,January 2023
336,World Cup: Fifa needs Qatar 2022 to leave a legacy of progress against corruption,2022-12-20 19:56:56,GB,0.027,world cup fifa needs qatar 2022 leave legacy progress corruption,positive,14,81,December 2022
337,RiverRidge has achieved double awards success at the recent Plant and Civil Engineer Awards,2022-12-07 09:19:07,GB,0.261,riverridge achieved double awards success recent plant civil engineer awards,positive,14,91,December 2022
338,Desalination could give the Middle East water without damaging marine life -- but it must be managed carefully,2023-01-18 18:02:06,GB,0.195,desalination could give middle east water without damaging marine life must managed carefully,positive,18,110,January 2023
339,School strikes: Expense and workloads driving teachers out of job,2023-01-31 23:58:37,GB,-0.27,school strikes expense workloads driving teachers job,negative,10,65,January 2023
340,Glasgow houses: Build-to-rent developer Goodstone eyes city,2023-03-04 06:00:00,gb,0.055,glasgow houses build-to-rent developer goodstone eyes city,positive,7,59,March 2023
341,Newspaper headlines: Foreign workers drive and Lilibet becomes princess,2023-03-09 00:49:35,gb,0.046,newspaper headlines foreign workers drive lilibet becomes princess,positive,9,71,March 2023
342,Larne Business Awards 2022: success for Kilwaughter Minerals Limited,2022-11-27 20:56:29,GB,0.646,larne business awards 2022 success kilwaughter minerals limited,positive,9,68,November 2022
343,North Korea party meeting set to discuss 'urgent' food issue,2023-02-06 05:54:45,GB,-0.118,north korea party meeting set discuss urgent food issue,negative,10,60,February 2023
344,Xi Jinping lauds ‘new era’ in China’s ties with Saudi Arabia as key energy and defence deals are sealed,2022-12-09 13:31:06,GB,0.355,xi jinping lauds new era china ties saudi arabia key energy defence deals sealed,positive,19,103,December 2022
345,"Climate-focused reform of World Bank could be done in a year, says Al Gore",2022-11-14 19:15:12,GB,0.225,climate-focused reform world bank could done year says al gore,positive,14,74,November 2022
346,Rishi Sunak promises fresh talks after strike chaos hits majority of schools,2023-02-01 22:09:35,GB,-0.405,rishi sunak promises fresh talks strike chaos hits majority schools,negative,12,76,February 2023
347,GALLERY: Best pictures as Elgin sparkles at beginning of festive season,2022-11-27 13:10:47,GB,0.346,gallery best pictures elgin sparkles beginning festive season,positive,11,71,November 2022
348,World Cup 2022: How have travelling fans found Qatar tournament? - BBC Sport,2022-12-07 07:48:23,GB,0.639,world cup 2022 travelling fans found qatar tournament bbc sport,positive,13,76,December 2022
349,"New images capture how the new 1,050-home community could impact Mosley Common",2023-02-28 10:40:51,GB,0.293,new images capture new 1 050-home community could impact mosley common,positive,12,78,February 2023
350,PwC hit with £5.6m fine for ‘serious failures’ over Babcock audit,2023-03-08 13:16:30,gb,-0.148,pwc hit 5.6m fine serious failures babcock audit,negative,11,65,March 2023
351,"Anti-social behaviour plan criminalises poorest in society, charities say",2023-03-27 18:59:37,gb,-0.119,anti-social behaviour plan criminalises poorest society charities say,negative,9,73,March 2023
352,The British public love women’s sport – and I&#39;ve got the stats to prove it,2023-03-08 15:01:38,gb,0.509,british public love women sport 39 got stats prove,positive,15,78,March 2023
353,Perthshire farmer invests £87.5m in JCB&#8217;s biggest ever UK order,2023-03-16 13:00:35,gb,-0.119,perthshire farmer invests 87.5m jcb 8217 biggest ever uk order,negative,10,69,March 2023
354,UK economy beats expectations with November growth,2023-01-13 08:50:55,GB,-0.136,uk economy beats expectations november growth,negative,7,50,January 2023
355,Company says missing Chinese banker Bao Fan aiding probe,2023-02-27 07:48:50,GB,-0.42,company says missing chinese banker bao fan aiding probe,negative,9,56,February 2023
356,Loan Scheme Building More Affordable Homes,2022-12-01 01:01:00,GB,-0.117,loan scheme building affordable homes,negative,6,42,December 2022
357,Progress as Data-Driven Innovation (DDI) initiative celebrates its 5th birthday in the Edinburgh city region,2022-12-08 09:21:39,GB,0.213,progress data-driven innovation ddi initiative celebrates 5th birthday edinburgh city region,positive,15,108,December 2022
358,"Brexit is doomed, says Boris Johnson’s favourite paper",2023-01-17 13:57:23,GB,-0.078,brexit doomed says boris johnson favourite paper,negative,8,54,January 2023
359,Industry heavyweight joins boardroom team at Aberdeen firm isol8,2023-03-23 18:23:34,gb,-0.25,industry heavyweight joins boardroom team aberdeen firm isol8,negative,9,64,March 2023
360,Donna McLean: &#8216;Permacrisis&#8217; is our fitting word of the year &#8211; but is there still hope?,2022-11-02 18:00:14,GB,-0.069,donna mclean 8216 permacrisis 8217 fitting word year 8211 still hope,negative,16,104,November 2022
361,ALEX BRUMMER: Mini nuclear plants could provide energy peace of mind,2022-12-20 05:28:01,GB,-0.088,alex brummer mini nuclear plants could provide energy peace mind,negative,11,68,December 2022
362,University staff and ambulance workers stage fresh strikes in pay dispute,2023-02-10 10:48:47,GB,-0.445,university staff ambulance workers stage fresh strikes pay dispute,negative,11,73,February 2023
363,Housebuilder Bellway flags signs of recovery after plunging demand,2023-03-28 10:26:13,gb,-0.173,housebuilder bellway flags signs recovery plunging demand,negative,9,66,March 2023
364,£2m contract awarded to develop Inverness site,2023-02-02 12:14:00,GB,0.727,2m contract awarded develop inverness site,positive,7,46,February 2023
365,Kevin McKenna: Inside Glasgow's new Atantic Quay financial district,2023-02-10 08:00:00,GB,0.073,kevin mckenna inside glasgow new atantic quay financial district,positive,9,67,February 2023
366,Largest strike in NHS history will cause ‘huge disruption’,2023-02-06 14:45:07,GB,-0.311,largest strike nhs history cause huge disruption,negative,9,58,February 2023
367,Tory ministers 'plan to loosen rules to bring in thousands of foreign workers,2023-03-09 17:28:33,gb,0.042,tory ministers plan loosen rules bring thousands foreign workers,positive,13,77,March 2023
368,UK car production collapses to lowest for 66 years,2023-01-26 05:09:08,GB,-0.286,uk car production collapses lowest 66 years,negative,9,50,January 2023
369,"Government’s hydrogen boiler plan is unrealistic, warn MPs",2022-12-19 07:00:00,GB,-0.02,government hydrogen boiler plan unrealistic warn mps,negative,8,58,December 2022
370,Explore a range of fantastic apprenticeship opportunities in Wales,2023-02-07 09:00:00,GB,0.564,explore range fantastic apprenticeship opportunities wales,positive,9,66,February 2023
371,Help your company stay on track with IT asset management software from Timly,2022-11-18 11:00:22,GB,-0.033,help company stay track asset management software timly,negative,13,76,November 2022
372,"Chamber, WBD and Sage give their verdict on Jeremy Hunt Budget",2023-03-15 17:50:00,gb,-0.106,chamber wbd sage give verdict jeremy hunt budget,negative,11,62,March 2023
373,"Daily horoscope for March 22, 2023 – forecast for all star signs",2023-03-22 01:01:00,gb,0.729,daily horoscope march 22 2023 forecast star signs,positive,12,64,March 2023
374,Government to reopen competition for small modular reactors,2023-03-30 14:21:38,gb,-0.092,government reopen competition small modular reactors,negative,8,59,March 2023
375,Royal commissions transformed Britain in the 1960s – we desperately need them now,2023-02-03 08:00:04,GB,0.015,royal commissions transformed britain 1960s desperately need,positive,13,81,February 2023
376,Port of Aberdeen bosses celebrate milestone for £400m expansion,2022-11-03 10:40:52,GB,0.087,port aberdeen bosses celebrate milestone 400m expansion,positive,9,63,November 2022
377,Nurses across Northern Ireland strike over pay and safe staffing levels,2022-12-15 03:57:57,GB,-0.217,nurses across northern ireland strike pay safe staffing levels,negative,11,71,December 2022
378,The out-of-town ‘future of shopping’ centre that's being deserted by its tenants,2023-02-11 05:25:46,GB,-0.016,out-of-town future shopping centre deserted tenants,negative,12,80,February 2023
379,"UK economy bounces back in October, but shrinks overall as recessions looms- ONS",2022-12-12 08:47:13,GB,-0.09,uk economy bounces back october shrinks overall recessions looms- ons,negative,13,80,December 2022
380,Angry homeowner shoots noisy reveller dead with a bow and arrow,2022-11-03 16:10:12,GB,-0.336,angry homeowner shoots noisy reveller dead bow arrow,negative,11,63,November 2022
381,"Tavish Scott: Collaboration, not confrontation, is needed to save our salmon",2023-01-04 07:00:04,GB,0.009,tavish scott collaboration confrontation needed save salmon,positive,11,76,January 2023
382,Travis Perkins reveals it axed 400 jobs and closed branches to slash costs,2023-02-28 10:34:58,GB,-0.551,travis perkins reveals axed 400 jobs closed branches slash costs,negative,13,74,February 2023
383,DIY and building brand axes 400 jobs and closes 19 branches to cut £25million in costs,2023-02-28 14:03:52,GB,-0.291,diy building brand axes 400 jobs closes 19 branches cut 25million costs,negative,16,86,February 2023
384,‘Don’t kid yourself corporate landlords will be better – they only care about shareholders’,2023-03-09 11:00:00,gb,-0.327,kid corporate landlords better care shareholders,negative,14,91,March 2023
385,Pushing back the  boundaries with solid display of teamwork,2023-03-28 07:00:00,gb,0.409,pushing back boundaries solid display teamwork,positive,9,59,March 2023
386,N. Korea wants more control over farming amid food shortage,2023-03-02 02:28:50,GB,-0.352,n korea wants control farming amid food shortage,negative,10,59,March 2023
387,"Ireland’s productivity 40% higher than Northern Ireland’s, says think tank",2022-11-28 01:01:00,GB,-0.14,ireland productivity 40 higher northern ireland says think tank,negative,10,74,November 2022
388,Jacob Rees-Mogg Criticises Government's 'Badly Written' Anti-Strikes Bill,2023-01-30 23:09:01,GB,-0.359,jacob rees-mogg criticises government badly written anti-strikes bill,negative,8,73,January 2023
389,Matthew Hancock’s half-hour in the travel limelight is over,2023-03-06 17:58:40,gb,-0.05,matthew hancock half-hour travel limelight,negative,9,59,March 2023
390,Workplace killers: people kill their colleagues for different reasons than other shooters,2022-11-28 16:32:17,GB,-0.212,workplace killers people kill colleagues different reasons shooters,negative,12,89,November 2022
391,Why is migration to the UK on the rise?,2023-03-16 18:38:02,gb,-0.046,migration uk rise,negative,9,39,March 2023
392,Readers' Letters: Minimum Unit Pricing is saving Scottish lives,2022-11-17 11:06:17,GB,-0.581,readers letters minimum unit pricing saving scottish lives,negative,9,63,November 2022
393,BBC The Apprentice: Adam Corbally to visit schools with Bolton College,2023-02-09 07:50:48,GB,0.287,bbc apprentice adam corbally visit schools bolton college,positive,11,70,February 2023
394,Energy services giant Expro swoops for Aberdeen firm DeltaTek Global,2023-02-09 12:45:17,GB,0.308,energy services giant expro swoops aberdeen firm deltatek global,positive,10,68,February 2023
395,Anti-strike legislation passes first test but wave of industrial action rolls on,2023-01-17 01:17:05,GB,-0.215,anti-strike legislation passes first test wave industrial action rolls,negative,12,80,January 2023
396,We wouldn’t need the triple lock if the tax man stayed away from our savings,2022-12-15 11:24:58,GB,-0.171,need triple lock tax man stayed away savings,negative,15,76,December 2022
397,"It would be lovely to wave a magic wand, Sunak tells unions",2023-01-23 15:21:08,GB,-0.288,would lovely wave magic wand sunak tells unions,negative,12,59,January 2023
398,Seven reasons to be cheerful about the Amazon in 2023 – and three to be terrified,2022-12-20 14:36:44,GB,-0.063,seven reasons cheerful amazon 2023 three terrified,negative,16,81,December 2022
399,New Banks Homes to focus on sites across North East and Yorkshire,2023-03-17 11:00:00,gb,0.291,new banks homes focus sites across north east yorkshire,positive,12,65,March 2023
400,SDDE Smith Group works with Anderson Barrowcliff  to hit £25m turnover,2023-03-24 07:00:00,gb,0.414,sdde smith group works anderson barrowcliff hit 25m turnover,positive,11,70,March 2023
401,Griff Rhys Jones calls for ‘massive public outcry’ over Liverpool Street redevelopment plans,2023-02-03 12:30:29,GB,0.028,griff rhys jones calls massive public outcry liverpool street redevelopment plans,positive,13,92,February 2023
402,China’s 26-storey pig skyscraper ready to produce 1 million pigs a year,2022-11-25 12:30:05,GB,-0.165,china 26-storey pig skyscraper ready produce 1 million pigs year,negative,12,71,November 2022
403,Rising interest rates hit UK construction growth; hospitality sector fears rail strike damage – business live,2022-12-06 12:38:41,GB,-0.166,rising interest rates hit uk construction growth hospitality sector fears rail strike damage business live,negative,16,109,December 2022
404,The investment will enable Clarke to grow across the UK and Ireland,2022-12-06 02:25:38,GB,0.079,investment enable clarke grow across uk ireland,positive,12,67,December 2022
405,Scotland's Tree Oscars return to celebrate sustainability,2023-01-28 13:21:08,GB,0.894,scotland tree oscars return celebrate sustainability,positive,7,57,January 2023
406,Brexit: Bizarre Tory denials on food shortages amid turnip cherishing,2023-03-03 06:00:00,gb,0.233,brexit bizarre tory denials food shortages amid turnip cherishing,positive,10,69,March 2023
407,"UK economy avoided recession and grew at end of last year, new figures show",2023-03-31 08:25:23,gb,-0.205,uk economy avoided recession grew end last year new figures show,negative,14,75,March 2023
408,CityFibre completes primary build of network in Inverness,2023-02-12 10:00:00,GB,0.089,cityfibre completes primary build network inverness,positive,8,57,February 2023
409,Housebuilder Bellway flags signs of recovery after plunging demand,2023-03-28 10:26:13,gb,-0.208,housebuilder bellway flags signs recovery plunging demand,negative,9,66,March 2023
410,Further education colleges in England face losing financial independence,2022-11-29 19:21:27,GB,0.019,education colleges england face losing financial independence,positive,9,72,November 2022
411,Rishi Sunak’s immigration announcement in full,2022-12-13 14:35:21,GB,0.061,rishi sunak immigration announcement full,positive,6,46,December 2022
412,Supreme Court Scottish independence judgement: Ruth Davidson says SNP will leverage ruling to 'seek grievance' with Westminster,2022-11-23 12:00:49,GB,-0.042,supreme court scottish independence judgement ruth davidson says snp leverage ruling seek grievance westminster,negative,17,127,November 2022
413,"Hydrogen not a panacea for reaching net zero, MPs conclude",2022-12-19 01:01:00,GB,0.185,hydrogen panacea reaching net zero mps conclude,positive,10,58,December 2022
414,Ferguson Marine: Ferry firm race to comply with law to stop shutdown,2023-03-02 07:17:51,GB,-0.381,ferguson marine ferry firm race comply law stop shutdown,negative,12,68,March 2023
415,Tech Champions 2022: The winners and the shortlists,2022-11-21 07:20:24,GB,0.488,tech champions 2022 winners shortlists,positive,8,51,November 2022
416,Job losses in the north-east energy sector predicted to be &#8216;minimal&#8217; as demand for &#8216;green&#8217; skills grows,2022-12-12 12:45:44,GB,0.21,job losses north-east energy sector predicted 8216 minimal 8217 demand 8216 green 8217 skills grows,positive,17,127,December 2022
417,Positive online reviews have slumped in the last year with negative reviews on the rise,2022-12-17 10:22:58,GB,-0.157,positive online reviews slumped last year negative reviews rise,negative,15,87,December 2022
418,University unions call off strikes set for February and March,2023-02-18 00:10:02,GB,-0.178,university unions call strikes set february march,negative,10,61,February 2023
419,India’s energy conundrum: committed to renewables but still expanding coal,2022-11-15 11:57:51,GB,0.037,india energy conundrum committed renewables still expanding coal,positive,10,74,November 2022
420,"Introducing the new, free courses now available for Cambridgeshire residents",2023-03-29 10:04:31,gb,0.536,introducing new free courses available cambridgeshire residents,positive,10,76,March 2023
421,The gaping hole in Swansea’s main shopping street and what's happening with it,2023-01-26 17:51:08,GB,0.105,gaping hole swansea main shopping street happening,positive,13,78,January 2023
422,"Belfast employers underpaid 6,800 workers last year, HMRC report reveals",2022-12-14 17:50:59,GB,-0.002,belfast employers underpaid 6 800 workers last year hmrc report reveals,negative,10,72,December 2022
423,Ambulance unions to meet Health Secretary for 11th-hour talks ahead of strikes,2022-12-19 19:32:31,GB,-0.365,ambulance unions meet health secretary 11th-hour talks ahead strikes,negative,12,78,December 2022
424,Spring budget 2023: experts react to UK government's plan to get the economy moving,2023-03-15 16:53:34,gb,0.171,spring budget 2023 experts react uk government plan get economy moving,positive,14,83,March 2023
425,"In brutal drought, Kenyan herders look for hope underground",2022-11-14 08:10:13,GB,-0.053,brutal drought kenyan herders look hope underground,negative,9,59,November 2022
426,Brazilian president-elect Lula's presence is 'important' for COP27,2022-11-07 10:24:32,GB,0.332,brazilian president-elect lula presence important cop27,positive,8,66,November 2022
427,Peterhead farmer takes top award,2022-11-18 13:26:21,GB,0.128,peterhead farmer takes top award,positive,5,32,November 2022
428,Rishi's Grade II manor rises to 593% above the average house price,2023-01-15 08:00:00,GB,0.062,rishi grade ii manor rises 593 average house price,positive,12,66,January 2023
429,Turkey earthquake failures leave Erdogan looking vulnerable,2023-02-11 02:05:10,GB,-0.17,turkey earthquake failures leave erdogan looking vulnerable,negative,7,59,February 2023
430,Glasgow's bid for more city powers takes step forward,2023-03-01 02:12:21,GB,0.15,glasgow bid city powers takes step forward,positive,9,53,March 2023
431,Jobs boost as Fife distilleries unveil expansion plans,2022-11-04 13:57:23,GB,0.36,jobs boost fife distilleries unveil expansion plans,positive,8,54,November 2022
432,The Mancunian Way: Occasional sinister elves,2022-12-08 22:00:23,GB,0.249,mancunian way occasional sinister elves,positive,6,44,December 2022
433,Whisky galore: £18m plan to store hundreds of barrels on vast Fife site,2022-11-03 06:55:30,GB,0.385,whisky galore 18m plan store hundreds barrels vast fife site,positive,13,71,November 2022
434,"Daily horoscope for January 7, 2023 – forecast for all star signs",2023-01-07 01:11:19,GB,0.549,daily horoscope january 7 2023 forecast star signs,positive,12,65,January 2023
435,Strikes Bill clears the Commons but legal challenges threatened,2023-01-31 00:49:17,GB,-0.442,strikes bill clears commons legal challenges threatened,negative,9,63,January 2023
